id,texto,intent,original,template,is_kid_optimized
kid_expresar_emocion_29184,soy feliz,EXPRESAR_EMOCION,soy feliz,soy {emocion},True
kid_saludar_29900,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_jugar_16692,jugamos,JUGAR,jugamos,jugamos,True
kid_jugar_25631,quiero crayones,JUGAR,quiero crayones,quiero {juguete},True
kid_saludar_9697,hola abuelo cómo estás,SALUDAR,hola abuelo cómo estás,hola {persona} cómo estás,True
kid_comer_beber_4253,me da empanada,COMER_BEBER,me da empanada,me da {comida},True
kid_pedir_ayuda_11044,ayuda hermano,PEDIR_AYUDA,ayuda hermano,ayuda {persona},True
kid_comer_beber_39128,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_saludar_13236,bueno hola amigo feliz cumpleaños,SALUDAR,bueno hola amigo feliz cumpleaños,hola {persona} {emocion},True
kid_jugar_543,juego con pelota,JUGAR,juego con pelota,juego con {juguete},True
kid_pedir_ayuda_30704,ayuda con comida,PEDIR_AYUDA,ayuda con comida,ayuda con {objeto},True
kid_despedir_9270,adiós abuela,DESPEDIR,adiós abuela,adiós {persona},True
kid_saludar_12798,hola tío,SALUDAR,hola tío,hola {persona},True
kid_despedir_28984,adiós amigo amigo,DESPEDIR,adiós amigo amigo,adiós {persona},True
kid_saludar_36656,hola abuela abuela nervioso,SALUDAR,hola abuela abuela nervioso,hola {persona} {emocion},True
kid_comer_beber_29176,bueno comer edificio comercial,COMER_BEBER,bueno comer edificio comercial,comer {comida},True
kid_pedir_ayuda_17218,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_expresar_emocion_2600,estoy nervioso,EXPRESAR_EMOCION,estoy nervioso,estoy {emocion},True
kid_comer_beber_28692,eh beber leche,COMER_BEBER,eh beber leche,beber {bebida},True
kid_despedir_13864,adiós,DESPEDIR,adiós,adiós,True
kid_pedir_ayuda_22230,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_pedir_ayuda_33938,no puedo cantar,PEDIR_AYUDA,no puedo cantar,no puedo {accion},True
kid_comer_beber_22039,este comer cereal,COMER_BEBER,este comer cereal,comer {comida},True
kid_comer_beber_12080,comer campanas,COMER_BEBER,comer campanas,comer {comida},True
kid_despedir_37962,adiós,DESPEDIR,adiós,adiós,True
kid_saludar_36178,hey mamá,SALUDAR,hey mamá,hey {persona},True
kid_despedir_26333,adiós,DESPEDIR,adiós,adiós,True
kid_pedir_ayuda_13735,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_jugar_34989,eh quiero jugar,JUGAR,eh quiero jugar,quiero jugar,True
kid_jugar_24860,quiero peluche,JUGAR,quiero peluche,quiero {juguete},True
kid_comer_beber_39519,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_ir_lugar_34759,busco cocina cocina,IR_LUGAR,busco cocina cocina,busco {lugar},True
kid_saludar_34211,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_ir_lugar_2594,quiero ir al casa,IR_LUGAR,quiero ir al casa,quiero ir al {lugar},True
kid_comer_beber_30214,comer cereal,COMER_BEBER,comer cereal,comer {comida},True
kid_despedir_36751,chau maestra,DESPEDIR,chau maestra,chau {persona},True
kid_jugar_14127,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_132,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_jugar_16253,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_30091,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_pedir_ayuda_29885,ayuda tío,PEDIR_AYUDA,ayuda tío,ayuda {persona},True
kid_expresar_necesidad_4157,quiero comida,EXPRESAR_NECESIDAD,quiero comida,quiero {objeto},True
kid_agradecer_8442,gracias por correr,AGRADECER,gracias por correr,gracias por {accion},True
kid_saludar_3121,este hey tía,SALUDAR,este hey tía,hey {persona},True
kid_expresar_necesidad_15753,me da crayones crayones,EXPRESAR_NECESIDAD,me da crayones crayones,me da {objeto},True
kid_pedir_ayuda_16010,este necesito ayuda,PEDIR_AYUDA,este necesito ayuda,necesito ayuda,True
kid_pedir_ayuda_15651,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_expresar_necesidad_1595,quiero dibujar,EXPRESAR_NECESIDAD,quiero dibujar,quiero {accion},True
kid_despedir_3529,bueno adiós,DESPEDIR,bueno adiós,adiós,True
kid_ir_lugar_10949,donde está jardín,IR_LUGAR,donde está jardín,donde está {lugar},True
kid_ir_lugar_33859,quiero ir al parque,IR_LUGAR,quiero ir al parque,quiero ir al {lugar},True
kid_ir_lugar_35777,mm donde está parque,IR_LUGAR,mm donde está parque,donde está {lugar},True
kid_jugar_12256,juego con rompecabezas,JUGAR,juego con rompecabezas,juego con {juguete},True
kid_jugar_4783,quiero quiero jugar,JUGAR,quiero quiero jugar,quiero jugar,True
kid_saludar_14894,hola papá papá,SALUDAR,hola papá papá,hola {persona},True
kid_ir_lugar_32918,quiero ir al parque,IR_LUGAR,quiero ir al parque,quiero ir al {lugar},True
kid_expresar_emocion_28419,estoy entristecer,EXPRESAR_EMOCION,estoy entristecer,estoy {emocion},True
kid_pedir_ayuda_37908,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_expresar_emocion_3382,este hoy estoy entristecer,EXPRESAR_EMOCION,este hoy estoy entristecer,hoy estoy {emocion},True
kid_expresar_necesidad_32265,tengo ganas de dibujar,EXPRESAR_NECESIDAD,tengo ganas de dibujar,tengo ganas de {accion},True
kid_expresar_emocion_36344,me siento triste,EXPRESAR_EMOCION,me siento triste,me siento {emocion},True
kid_expresar_necesidad_39076,quiero jugar,EXPRESAR_NECESIDAD,quiero jugar,quiero {accion},True
kid_saludar_534,buenas buenas tardes,SALUDAR,buenas buenas tardes,buenas tardes,True
kid_despedir_2846,adiós abuela,DESPEDIR,adiós abuela,adiós {persona},True
kid_describir_dolor_23257,eh me lastimé brazo,DESCRIBIR_DOLOR,eh me lastimé brazo,me lastimé {parte_cuerpo},True
kid_expresar_necesidad_17547,tengo ganas de leer,EXPRESAR_NECESIDAD,tengo ganas de leer,tengo ganas de {accion},True
kid_expresar_emocion_18343,eh me pone asustado,EXPRESAR_EMOCION,eh me pone asustado,me pone {emocion},True
kid_agradecer_5093,bueno te doy las gracias,AGRADECER,bueno te doy las gracias,te doy las gracias,True
kid_pedir_ayuda_33461,ayuda por favor favor,PEDIR_AYUDA,ayuda por favor favor,ayuda por favor,True
kid_expresar_necesidad_4537,quiero bailar bailar por favor,EXPRESAR_NECESIDAD,quiero bailar bailar por favor,quiero {accion},True
kid_saludar_13725,mm buenas tardes,SALUDAR,mm buenas tardes,buenas tardes,True
kid_expresar_necesidad_25824,dame crayones,EXPRESAR_NECESIDAD,dame crayones,dame {objeto},True
kid_jugar_2370,quiero crayones,JUGAR,quiero crayones,quiero {juguete},True
kid_expresar_emocion_12796,soy tranquilo,EXPRESAR_EMOCION,soy tranquilo,soy {emocion},True
kid_saludar_9596,bueno buenas tardes,SALUDAR,bueno buenas tardes,buenas tardes,True
kid_jugar_27535,juego con muñeca,JUGAR,juego con muñeca,juego con {juguete},True
kid_agradecer_32249,este gracias amiga,AGRADECER,este gracias amiga,gracias {persona},True
kid_saludar_8254,hey hermana,SALUDAR,hey hermana,hey {persona},True
kid_saludar_37407,buenas tardes tardes,SALUDAR,buenas tardes tardes,buenas tardes,True
kid_jugar_11117,juguemos rayuela,JUGAR,juguemos rayuela,juguemos {juego},True
kid_jugar_14132,me gusta jugar tag,JUGAR,me gusta jugar tag,me gusta jugar {juego},True
kid_comer_beber_39653,me da sancho panza,COMER_BEBER,me da sancho panza,me da {comida},True
kid_ir_lugar_24346,eh vamos al escuela,IR_LUGAR,eh vamos al escuela,vamos al {lugar},True
kid_expresar_emocion_19007,hoy estoy enojado,EXPRESAR_EMOCION,hoy estoy enojado,hoy estoy {emocion},True
kid_jugar_33549,este jugar con bicicleta bicicleta,JUGAR,este jugar con bicicleta bicicleta,jugar con {juguete},True
kid_describir_dolor_24974,bueno me duele,DESCRIBIR_DOLOR,bueno me duele,me duele,True
kid_expresar_necesidad_29354,mm dame tablet,EXPRESAR_NECESIDAD,mm dame tablet,dame {objeto},True
kid_pedir_ayuda_25200,no puedo correr,PEDIR_AYUDA,no puedo correr,no puedo {accion},True
kid_expresar_emocion_12063,soy entristecer,EXPRESAR_EMOCION,soy entristecer,soy {emocion},True
kid_jugar_2817,juguemos videojuegos,JUGAR,juguemos videojuegos,juguemos {juego},True
kid_expresar_necesidad_2082,mm busco bloques,EXPRESAR_NECESIDAD,mm busco bloques,busco {objeto},True
kid_expresar_necesidad_1101,tengo calor,EXPRESAR_NECESIDAD,tengo calor,tengo {necesidad},True
kid_expresar_necesidad_31502,quiero estudiar,EXPRESAR_NECESIDAD,quiero estudiar,quiero {accion},True
kid_describir_dolor_18026,bueno me lastimé barriga,DESCRIBIR_DOLOR,bueno me lastimé barriga,me lastimé {parte_cuerpo},True
kid_comer_beber_35196,más cereal,COMER_BEBER,más cereal,más {comida},True
kid_expresar_necesidad_26826,tengo hambre,EXPRESAR_NECESIDAD,tengo hambre,tengo {necesidad},True
kid_pedir_ayuda_18902,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_pedir_ayuda_37503,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_despedir_14071,chau mamá mamá,DESPEDIR,chau mamá mamá,chau {persona},True
kid_pedir_ayuda_20377,ayuda abuelo,PEDIR_AYUDA,ayuda abuelo,ayuda {persona},True
kid_jugar_9517,juguemos memoria,JUGAR,juguemos memoria,juguemos {juego},True
kid_despedir_17386,bueno nos vemos,DESPEDIR,bueno nos vemos,nos vemos,True
kid_comer_beber_22001,quiero quiero comer por favor,COMER_BEBER,quiero quiero comer por favor,quiero comer,True
kid_agradecer_27891,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_describir_dolor_35492,me duele pierna,DESCRIBIR_DOLOR,me duele pierna,me duele {parte_cuerpo},True
kid_jugar_3133,quiero auto por favor,JUGAR,quiero auto por favor,quiero {juguete},True
kid_jugar_32108,juguemos escondidas,JUGAR,juguemos escondidas,juguemos {juego},True
kid_pedir_ayuda_3811,ayuda abuela abuela,PEDIR_AYUDA,ayuda abuela abuela,ayuda {persona},True
kid_expresar_necesidad_14069,busco agua,EXPRESAR_NECESIDAD,busco agua,busco {objeto},True
kid_saludar_9788,buenos días,SALUDAR,buenos días,buenos días,True
kid_expresar_necesidad_1593,quiero comida,EXPRESAR_NECESIDAD,quiero comida,quiero {objeto},True
kid_despedir_34044,chau papá,DESPEDIR,chau papá,chau {persona},True
kid_comer_beber_7750,quiero agua por favor,COMER_BEBER,quiero agua por favor,quiero agua,True
kid_pedir_ayuda_33296,eh ayuda con comida,PEDIR_AYUDA,eh ayuda con comida,ayuda con {objeto},True
kid_pedir_ayuda_13836,ayuda con comida,PEDIR_AYUDA,ayuda con comida,ayuda con {objeto},True
kid_expresar_emocion_10781,soy cansado,EXPRESAR_EMOCION,soy cansado,soy {emocion},True
kid_expresar_necesidad_24091,tengo calor,EXPRESAR_NECESIDAD,tengo calor,tengo {necesidad},True
kid_jugar_5976,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_ir_lugar_26648,vamos al plaza,IR_LUGAR,vamos al plaza,vamos al {lugar},True
kid_describir_dolor_9293,me pegué en pierna,DESCRIBIR_DOLOR,me pegué en pierna,me pegué en {parte_cuerpo},True
kid_saludar_24141,eh buenas tardes,SALUDAR,eh buenas tardes,buenas tardes,True
kid_expresar_necesidad_20741,me da juguete,EXPRESAR_NECESIDAD,me da juguete,me da {objeto},True
kid_saludar_10850,buenas tardes tardes,SALUDAR,buenas tardes tardes,buenas tardes,True
kid_saludar_27747,hola,SALUDAR,hola,hola,True
kid_saludar_36274,hola mamá cansado,SALUDAR,hola mamá cansado,hola {persona} {emocion},True
kid_saludar_32786,este buenos días,SALUDAR,este buenos días,buenos días,True
kid_expresar_necesidad_22199,bueno donde está pelota,EXPRESAR_NECESIDAD,bueno donde está pelota,donde está {objeto},True
kid_expresar_emocion_30418,estoy contento,EXPRESAR_EMOCION,estoy contento,estoy {emocion},True
kid_agradecer_7843,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_comer_beber_632,bueno beber leche,COMER_BEBER,bueno beber leche,beber {bebida},True
kid_pedir_ayuda_25642,mm no sé saltar,PEDIR_AYUDA,mm no sé saltar,no sé {accion},True
kid_expresar_emocion_15940,bueno me siento contento,EXPRESAR_EMOCION,bueno me siento contento,me siento {emocion},True
kid_comer_beber_38671,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_comer_beber_21723,este quiero comer,COMER_BEBER,este quiero comer,quiero comer,True
kid_expresar_necesidad_23999,busco busco juguete,EXPRESAR_NECESIDAD,busco busco juguete,busco {objeto},True
kid_comer_beber_18410,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_expresar_necesidad_32960,me da comida,EXPRESAR_NECESIDAD,me da comida,me da {objeto},True
kid_expresar_necesidad_27454,tengo ganas de bailar,EXPRESAR_NECESIDAD,tengo ganas de bailar,tengo ganas de {accion},True
kid_comer_beber_22408,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_comer_beber_17859,más verduras,COMER_BEBER,más verduras,más {comida},True
kid_jugar_10655,me gusta jugar tag,JUGAR,me gusta jugar tag,me gusta jugar {juego},True
kid_pedir_ayuda_24274,ayuda con libro,PEDIR_AYUDA,ayuda con libro,ayuda con {objeto},True
kid_describir_dolor_12982,eh me duele,DESCRIBIR_DOLOR,eh me duele,me duele,True
kid_pedir_ayuda_2782,ayuda tía,PEDIR_AYUDA,ayuda tía,ayuda {persona},True
kid_jugar_14050,quiero auto,JUGAR,quiero auto,quiero {juguete},True
kid_pedir_ayuda_19394,no puedo bailar,PEDIR_AYUDA,no puedo bailar,no puedo {accion},True
kid_pedir_ayuda_17872,no sé estudiar,PEDIR_AYUDA,no sé estudiar,no sé {accion},True
kid_jugar_1049,mm quiero jugar,JUGAR,mm quiero jugar,quiero jugar,True
kid_agradecer_12853,gracias por estudiar,AGRADECER,gracias por estudiar,gracias por {accion},True
kid_comer_beber_4865,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_pedir_ayuda_9406,no sé estudiar,PEDIR_AYUDA,no sé estudiar,no sé {accion},True
kid_pedir_ayuda_21829,ayuda con juguete,PEDIR_AYUDA,ayuda con juguete,ayuda con {objeto},True
kid_expresar_emocion_34962,estoy tranquilo,EXPRESAR_EMOCION,estoy tranquilo,estoy {emocion},True
kid_ir_lugar_1346,al parque,IR_LUGAR,al parque,al {lugar},True
kid_jugar_37167,eh juguemos fútbol,JUGAR,eh juguemos fútbol,juguemos {juego},True
kid_pedir_ayuda_4203,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_describir_dolor_23245,mm me duele,DESCRIBIR_DOLOR,mm me duele,me duele,True
kid_pedir_ayuda_15584,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_despedir_674,eh me voy,DESPEDIR,eh me voy,me voy,True
kid_jugar_34690,juguemos puzzles,JUGAR,juguemos puzzles,juguemos {juego},True
kid_expresar_necesidad_22480,busco auto,EXPRESAR_NECESIDAD,busco auto,busco {objeto},True
kid_saludar_11020,hola tío tranquilo,SALUDAR,hola tío tranquilo,hola {persona} {emocion},True
kid_jugar_5467,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_5450,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_expresar_necesidad_24528,quiero pelota,EXPRESAR_NECESIDAD,quiero pelota,quiero {objeto},True
kid_pedir_ayuda_31316,ayúdame por favor,PEDIR_AYUDA,ayúdame por favor,ayúdame,True
kid_pedir_ayuda_32778,este me ayudas,PEDIR_AYUDA,este me ayudas,me ayudas,True
kid_comer_beber_19650,comer campanario,COMER_BEBER,comer campanario,comer {comida},True
kid_expresar_necesidad_7594,bueno me da auto,EXPRESAR_NECESIDAD,bueno me da auto,me da {objeto},True
kid_despedir_39037,este chau,DESPEDIR,este chau,chau,True
kid_agradecer_21965,muchas gracias gracias,AGRADECER,muchas gracias gracias,muchas gracias,True
kid_expresar_necesidad_35644,busco tablet,EXPRESAR_NECESIDAD,busco tablet,busco {objeto},True
kid_expresar_necesidad_17869,donde está bloques,EXPRESAR_NECESIDAD,donde está bloques,donde está {objeto},True
kid_pedir_ayuda_26099,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_expresar_necesidad_18909,donde está auto,EXPRESAR_NECESIDAD,donde está auto,donde está {objeto},True
kid_expresar_emocion_36658,hoy estoy contento,EXPRESAR_EMOCION,hoy estoy contento,hoy estoy {emocion},True
kid_despedir_10670,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_jugar_16215,eh me gusta jugar videojuegos,JUGAR,eh me gusta jugar videojuegos,me gusta jugar {juego},True
kid_describir_dolor_17712,dolor dolor en espalda,DESCRIBIR_DOLOR,dolor dolor en espalda,dolor en {parte_cuerpo},True
kid_pedir_ayuda_16290,eh ayuda ayuda por favor,PEDIR_AYUDA,eh ayuda ayuda por favor,ayuda por favor,True
kid_pedir_ayuda_3330,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_ir_lugar_32464,vamos al hospital,IR_LUGAR,vamos al hospital,vamos al {lugar},True
kid_saludar_26321,hola hermana enojado,SALUDAR,hola hermana enojado,hola {persona} {emocion},True
kid_despedir_16251,eh adiós,DESPEDIR,eh adiós,adiós,True
kid_comer_beber_30764,más comerciante,COMER_BEBER,más comerciante,más {comida},True
kid_comer_beber_37434,me da comer,COMER_BEBER,me da comer,me da {comida},True
kid_expresar_necesidad_18491,tengo ganas de correr,EXPRESAR_NECESIDAD,tengo ganas de correr,tengo ganas de {accion},True
kid_agradecer_22329,gracias por dibujar,AGRADECER,gracias por dibujar,gracias por {accion},True
kid_saludar_4089,hola abuelo,SALUDAR,hola abuelo,hola {persona},True
kid_despedir_19417,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_expresar_necesidad_22041,me da auto,EXPRESAR_NECESIDAD,me da auto,me da {objeto},True
kid_ir_lugar_11712,al jardín,IR_LUGAR,al jardín,al {lugar},True
kid_comer_beber_23143,bueno quiero agua,COMER_BEBER,bueno quiero agua,quiero agua,True
kid_despedir_12861,me voy,DESPEDIR,me voy,me voy,True
kid_comer_beber_10776,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_expresar_emocion_25042,me siento feliz cumpleaños,EXPRESAR_EMOCION,me siento feliz cumpleaños,me siento {emocion},True
kid_expresar_emocion_14013,me pone feliz,EXPRESAR_EMOCION,me pone feliz,me pone {emocion},True
kid_pedir_ayuda_19870,este me ayudas,PEDIR_AYUDA,este me ayudas,me ayudas,True
kid_despedir_12582,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_pedir_ayuda_16282,este necesito ayuda,PEDIR_AYUDA,este necesito ayuda,necesito ayuda,True
kid_expresar_necesidad_18772,tengo ganas de estudiar,EXPRESAR_NECESIDAD,tengo ganas de estudiar,tengo ganas de {accion},True
kid_comer_beber_16064,me da campanas,COMER_BEBER,me da campanas,me da {comida},True
kid_expresar_necesidad_4903,quiero saltar,EXPRESAR_NECESIDAD,quiero saltar,quiero {accion},True
kid_pedir_ayuda_3228,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_despedir_15975,chau amiga,DESPEDIR,chau amiga,chau {persona},True
kid_saludar_7062,hola amigo,SALUDAR,hola amigo,hola {persona},True
kid_expresar_necesidad_2903,donde está comida,EXPRESAR_NECESIDAD,donde está comida,donde está {objeto},True
kid_jugar_22657,bueno quiero muñeca por favor,JUGAR,bueno quiero muñeca por favor,quiero {juguete},True
kid_expresar_necesidad_23447,donde está auto,EXPRESAR_NECESIDAD,donde está auto,donde está {objeto},True
kid_pedir_ayuda_19733,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_agradecer_32200,gracias tía,AGRADECER,gracias tía,gracias {persona},True
kid_describir_dolor_19579,duele duele pie,DESCRIBIR_DOLOR,duele duele pie,duele {parte_cuerpo},True
kid_pedir_ayuda_20692,no puedo estudiar,PEDIR_AYUDA,no puedo estudiar,no puedo {accion},True
kid_saludar_7571,eh hola amigo,SALUDAR,eh hola amigo,hola {persona},True
kid_expresar_necesidad_4056,necesito auto,EXPRESAR_NECESIDAD,necesito auto,necesito {objeto},True
kid_jugar_1721,bueno quiero jugar,JUGAR,bueno quiero jugar,quiero jugar,True
kid_jugar_5038,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_saludar_22703,hola,SALUDAR,hola,hola,True
kid_saludar_16230,hola hola cómo estás,SALUDAR,hola hola cómo estás,hola cómo estás,True
kid_pedir_ayuda_2298,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_despedir_21590,este adiós abuela,DESPEDIR,este adiós abuela,adiós {persona},True
kid_pedir_ayuda_18514,mm ayuda amigo,PEDIR_AYUDA,mm ayuda amigo,ayuda {persona},True
kid_pedir_ayuda_195,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_pedir_ayuda_528,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_expresar_emocion_26264,estoy entristecer,EXPRESAR_EMOCION,estoy entristecer,estoy {emocion},True
kid_pedir_ayuda_35800,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_comer_beber_18892,comer campanario,COMER_BEBER,comer campanario,comer {comida},True
kid_comer_beber_29919,comer comer cereal,COMER_BEBER,comer comer cereal,comer {comida},True
kid_comer_beber_37835,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_describir_dolor_2895,este me duele mano mano,DESCRIBIR_DOLOR,este me duele mano mano,me duele {parte_cuerpo},True
kid_agradecer_33005,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_expresar_necesidad_38421,me da muñeca,EXPRESAR_NECESIDAD,me da muñeca,me da {objeto},True
kid_expresar_necesidad_32270,bueno tengo ganas de leer,EXPRESAR_NECESIDAD,bueno tengo ganas de leer,tengo ganas de {accion},True
kid_expresar_necesidad_4287,quiero estudiar,EXPRESAR_NECESIDAD,quiero estudiar,quiero {accion},True
kid_expresar_necesidad_9379,necesito necesito crayones,EXPRESAR_NECESIDAD,necesito necesito crayones,necesito {objeto},True
kid_jugar_5599,quiero rompecabezas,JUGAR,quiero rompecabezas,quiero {juguete},True
kid_expresar_necesidad_18496,busco agua,EXPRESAR_NECESIDAD,busco agua,busco {objeto},True
kid_describir_dolor_25689,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_comer_beber_36572,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_expresar_necesidad_36419,este tengo aburrimiento,EXPRESAR_NECESIDAD,este tengo aburrimiento,tengo {necesidad},True
kid_comer_beber_10494,quiero comer por favor,COMER_BEBER,quiero comer por favor,quiero {comida},True
kid_jugar_16880,juguemos fútbol,JUGAR,juguemos fútbol,juguemos {juego},True
kid_expresar_necesidad_37928,tengo ganas de jugar,EXPRESAR_NECESIDAD,tengo ganas de jugar,tengo {necesidad},True
kid_expresar_necesidad_3830,necesito muñeca,EXPRESAR_NECESIDAD,necesito muñeca,necesito {objeto},True
kid_expresar_emocion_25266,eh estoy asustado,EXPRESAR_EMOCION,eh estoy asustado,estoy {emocion},True
kid_pedir_ayuda_32603,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_expresar_necesidad_11434,me da agua,EXPRESAR_NECESIDAD,me da agua,me da {objeto},True
kid_ir_lugar_23354,busco parque parque,IR_LUGAR,busco parque parque,busco {lugar},True
kid_saludar_39417,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_saludar_7344,hola,SALUDAR,hola,hola,True
kid_despedir_9675,adiós,DESPEDIR,adiós,adiós,True
kid_agradecer_9657,eh muchas gracias,AGRADECER,eh muchas gracias,muchas gracias,True
kid_pedir_ayuda_13287,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_jugar_37626,jugar con bicicleta,JUGAR,jugar con bicicleta,jugar con {juguete},True
kid_jugar_10227,juguemos rayuela,JUGAR,juguemos rayuela,juguemos {juego},True
kid_jugar_22598,juguemos puzzles,JUGAR,juguemos puzzles,juguemos {juego},True
kid_expresar_necesidad_17513,necesito comida,EXPRESAR_NECESIDAD,necesito comida,necesito {objeto},True
kid_expresar_necesidad_20520,me da muñeca,EXPRESAR_NECESIDAD,me da muñeca,me da {objeto},True
kid_jugar_14463,juego con crayones,JUGAR,juego con crayones,juego con {juguete},True
kid_pedir_ayuda_1377,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_jugar_14181,juego con crayones,JUGAR,juego con crayones,juego con {juguete},True
kid_expresar_necesidad_15769,este dame crayones,EXPRESAR_NECESIDAD,este dame crayones,dame {objeto},True
kid_expresar_necesidad_26204,tengo ganas de jugar,EXPRESAR_NECESIDAD,tengo ganas de jugar,tengo ganas de {accion},True
kid_comer_beber_18013,bueno quiero agua,COMER_BEBER,bueno quiero agua,quiero agua,True
kid_pedir_ayuda_1908,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_saludar_32016,hola,SALUDAR,hola,hola,True
kid_expresar_necesidad_18715,busco juguete,EXPRESAR_NECESIDAD,busco juguete,busco {objeto},True
kid_expresar_emocion_37747,soy feliz,EXPRESAR_EMOCION,soy feliz,soy {emocion},True
kid_pedir_ayuda_26265,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_expresar_emocion_27228,soy emocionado,EXPRESAR_EMOCION,soy emocionado,soy {emocion},True
kid_pedir_ayuda_18393,ayuda abuelo,PEDIR_AYUDA,ayuda abuelo,ayuda {persona},True
kid_despedir_9320,adiós,DESPEDIR,adiós,adiós,True
kid_jugar_25737,jugamos,JUGAR,jugamos,jugamos,True
kid_expresar_emocion_9150,me pone contento,EXPRESAR_EMOCION,me pone contento,me pone {emocion},True
kid_pedir_ayuda_11705,bueno ayúdame,PEDIR_AYUDA,bueno ayúdame,ayúdame,True
kid_saludar_30727,eh hey maestra,SALUDAR,eh hey maestra,hey {persona},True
kid_ir_lugar_28192,quiero ir al baño por favor,IR_LUGAR,quiero ir al baño por favor,quiero ir al {lugar},True
kid_expresar_necesidad_9780,quiero dormir,EXPRESAR_NECESIDAD,quiero dormir,quiero {accion},True
kid_saludar_35926,hola,SALUDAR,hola,hola,True
kid_jugar_6630,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_expresar_emocion_16404,me pone feliz navidad,EXPRESAR_EMOCION,me pone feliz navidad,me pone {emocion},True
kid_comer_beber_24629,este beber jugo,COMER_BEBER,este beber jugo,beber {bebida},True
kid_expresar_necesidad_25208,quiero bloques,EXPRESAR_NECESIDAD,quiero bloques,quiero {objeto},True
kid_describir_dolor_39731,este me pegué en barriga,DESCRIBIR_DOLOR,este me pegué en barriga,me pegué en {parte_cuerpo},True
kid_pedir_ayuda_9390,ayuda hermana,PEDIR_AYUDA,ayuda hermana,ayuda {persona},True
kid_expresar_emocion_27749,bueno hoy estoy feliz cumpleaños cumpleaños,EXPRESAR_EMOCION,bueno hoy estoy feliz cumpleaños cumpleaños,hoy estoy {emocion},True
kid_comer_beber_31217,me da campanilla,COMER_BEBER,me da campanilla,me da {comida},True
kid_comer_beber_4654,comer empanada,COMER_BEBER,comer empanada,comer {comida},True
kid_saludar_20418,eh buenos días días,SALUDAR,eh buenos días días,buenos días,True
